Age,Gender,Smoker,Exercise_Freq,Diet_Quality,Alcohol_Consumption
22,Female,No,1-2 times/week,Excellent,Moderate
55,Other,No,3-5 times/week,Excellent,None
62,Female,Yes,Daily,Poor,High
58,Other,No,1-2 times/week,Good,High
64,Female,Yes,Daily,Average,Moderate
31,Other,No,None,Excellent,None
56,Other,Yes,1-2 times/week,Excellent,Low
42,Other,No,None,Excellent,None
37,Male,No,Daily,Excellent,None
19,Female,No,1-2 times/week,Good,Moderate
56,Male,No,1-2 times/week,Good,None
23,Female,No,None,Good,None
34,Female,Yes,1-2 times/week,Average,Moderate
42,Male,Yes,Daily,Good,None
45,Other,Yes,None,Average,None
19,Female,No,Daily,Good,High
52,Other,No,1-2 times/week,Excellent,Moderate
54,Male,No,Daily,Poor,Moderate
22,Other,Yes,1-2 times/week,Average,Moderate
18,Female,No,Daily,Poor,None
57,Female,Yes,Daily,Poor,High
29,Female,No,3-5 times/week,Excellent,High
53,Male,Yes,1-2 times/week,Excellent,Low
62,Female,No,3-5 times/week,Average,Moderate
40,Male,Yes,3-5 times/week,Average,High
64,Other,No,None,Average,High
48,Female,Yes,None,Good,High
28,Female,No,Daily,Good,Moderate
27,Female,No,1-2 times/week,Poor,None
20,Other,Yes,None,Average,Low
31,Female,No,3-5 times/week,Poor,Low
33,Male,Yes,1-2 times/week,Good,None
27,Other,No,Daily,Poor,Moderate
46,Other,Yes,Daily,Poor,High
27,Other,No,None,Average,None
29,Other,No,None,Average,Low
47,Other,Yes,None,Poor,Moderate
58,Male,No,Daily,Good,High
18,Other,Yes,3-5 times/week,Poor,Low
22,Female,No,None,Good,Low
37,Other,No,Daily,Poor,Low
25,Other,No,1-2 times/week,Poor,High
60,Other,Yes,Daily,Average,Low
29,Other,No,1-2 times/week,Poor,Moderate
18,Other,No,1-2 times/week,Good,Moderate
37,Male,No,3-5 times/week,Poor,High
45,Male,No,None,Poor,Moderate
60,Other,Yes,1-2 times/week,Good,None
54,Male,No,None,Poor,Moderate
64,Female,No,Daily,Poor,Low
54,Other,No,None,Poor,Low
29,Female,Yes,Daily,Poor,Moderate
54,Female,Yes,1-2 times/week,Good,Moderate
66,Other,No,3-5 times/week,Excellent,High
66,Female,No,1-2 times/week,Good,High
61,Female,Yes,Daily,Good,None
45,Female,No,1-2 times/week,Excellent,Moderate
64,Other,No,3-5 times/week,Good,None
32,Other,Yes,None,Poor,Moderate
23,Female,No,Daily,Good,None
61,Other,No,None,Poor,Moderate
37,Other,Yes,3-5 times/week,Average,Moderate
67,Female,Yes,1-2 times/week,Poor,Moderate
31,Other,No,3-5 times/week,Poor,None
19,Male,Yes,Daily,Good,Low
26,Other,No,Daily,Good,High
54,Male,No,1-2 times/week,Good,High
37,Female,Yes,Daily,Average,None
43,Other,Yes,3-5 times/week,Excellent,Moderate
46,Female,Yes,Daily,Poor,Low
18,Female,Yes,None,Excellent,None
52,Female,No,3-5 times/week,Excellent,None
23,Female,Yes,3-5 times/week,Average,High
54,Female,No,Daily,Poor,High
22,Other,Yes,1-2 times/week,Poor,Low
50,Male,No,1-2 times/week,Average,Moderate
66,Other,Yes,1-2 times/week,Average,Low
68,Other,Yes,Daily,Poor,High
31,Other,Yes,Daily,Average,Moderate
29,Other,No,Daily,Good,Low
59,Male,No,3-5 times/week,Poor,None
37,Other,Yes,3-5 times/week,Excellent,None
67,Female,Yes,Daily,Good,None
41,Other,No,1-2 times/week,Excellent,Moderate
60,Other,No,None,Average,Moderate
51,Male,No,1-2 times/week,Excellent,High
42,Male,No,3-5 times/week,Good,Low
67,Female,No,3-5 times/week,Average,Moderate
46,Other,Yes,1-2 times/week,Good,Moderate
56,Other,No,1-2 times/week,Average,Low
48,Other,No,3-5 times/week,Poor,High
64,Female,No,3-5 times/week,Excellent,Moderate
60,Male,No,Daily,Excellent,Low
67,Female,No,None,Poor,Moderate
40,Other,Yes,Daily,Poor,Moderate
61,Male,Yes,Daily,Excellent,High
55,Male,No,1-2 times/week,Poor,None
37,Female,Yes,1-2 times/week,Average,Moderate
40,Male,No,None,Excellent,High
62,Male,Yes,Daily,Good,Low
69,Other,Yes,Daily,Poor,Low
33,Other,No,3-5 times/week,Average,None
67,Male,No,3-5 times/week,Excellent,Low
59,Male,No,None,Excellent,None
25,Female,No,1-2 times/week,Average,Moderate
67,Female,No,3-5 times/week,Poor,None
38,Male,No,None,Excellent,Moderate
18,Other,Yes,Daily,Poor,Low
25,Male,No,None,Average,None
46,Male,No,None,Good,High
49,Other,No,3-5 times/week,Average,Low
55,Other,Yes,3-5 times/week,Poor,Low
22,Female,No,Daily,Excellent,Low
64,Female,Yes,Daily,Poor,Low
39,Female,Yes,Daily,Poor,Low
64,Female,Yes,None,Good,High
51,Other,Yes,None,Excellent,High
18,Male,No,3-5 times/week,Good,High
43,Female,No,Daily,Good,None
60,Female,No,3-5 times/week,Average,Low
27,Other,No,Daily,Average,None
47,Other,No,Daily,Excellent,None
67,Male,No,3-5 times/week,Good,None
35,Male,No,3-5 times/week,Good,Low
34,Other,No,3-5 times/week,Poor,Low
43,Female,No,Daily,Poor,None
25,Female,No,None,Average,Low
64,Female,No,3-5 times/week,Good,None
57,Male,Yes,3-5 times/week,Excellent,Low
66,Female,Yes,None,Good,Low
29,Female,No,None,Average,None
44,Other,Yes,1-2 times/week,Excellent,High
25,Female,Yes,3-5 times/week,Good,Low
42,Other,Yes,1-2 times/week,Poor,None
63,Female,No,1-2 times/week,Good,None
21,Male,No,None,Average,Low
50,Female,No,Daily,Average,Low
18,Female,No,Daily,Good,None
36,Other,No,None,Average,None
48,Other,Yes,1-2 times/week,Poor,None
33,Other,No,1-2 times/week,Poor,Moderate
31,Female,Yes,1-2 times/week,Poor,Low
65,Female,No,1-2 times/week,Good,Moderate
22,Male,Yes,3-5 times/week,Average,None
58,Female,No,1-2 times/week,Poor,Moderate
43,Male,No,None,Excellent,High
45,Other,No,1-2 times/week,Average,None
19,Other,No,1-2 times/week,Average,High
67,Other,No,None,Excellent,Moderate
23,Male,No,1-2 times/week,Average,High
26,Female,No,Daily,Poor,Moderate
50,Other,No,None,Average,Low
58,Female,No,3-5 times/week,Poor,Low
42,Female,No,3-5 times/week,Poor,Moderate
65,Other,Yes,None,Poor,None
30,Male,Yes,3-5 times/week,Good,Low
26,Female,Yes,3-5 times/week,Average,Moderate
30,Other,No,3-5 times/week,Excellent,None
48,Female,No,None,Good,Low
58,Female,Yes,1-2 times/week,Good,Moderate
28,Female,No,3-5 times/week,Good,None
21,Female,No,Daily,Good,None
51,Female,No,1-2 times/week,Poor,Moderate
55,Male,No,1-2 times/week,Poor,High
63,Male,Yes,3-5 times/week,Excellent,High
21,Other,No,3-5 times/week,Average,High
55,Male,Yes,1-2 times/week,Excellent,High
36,Male,No,3-5 times/week,Average,None
23,Male,Yes,None,Poor,High
51,Female,Yes,None,Average,Moderate
35,Female,No,3-5 times/week,Average,None
30,Other,No,1-2 times/week,Good,High
58,Other,No,3-5 times/week,Excellent,Moderate
40,Other,No,Daily,Good,Low
36,Female,No,None,Good,None
62,Male,Yes,1-2 times/week,Good,Moderate
28,Male,No,Daily,Good,High
18,Female,No,3-5 times/week,Poor,Moderate
41,Other,No,None,Excellent,None
24,Other,No,Daily,Good,Low
42,Other,No,1-2 times/week,Excellent,High
38,Female,No,None,Good,Moderate
32,Other,No,3-5 times/week,Poor,Low
18,Other,No,3-5 times/week,Good,None
29,Female,No,None,Average,High
24,Male,Yes,Daily,Poor,Low
32,Female,Yes,None,Excellent,None
38,Female,No,None,Average,High
36,Female,Yes,None,Average,Moderate
46,Female,No,Daily,Poor,Low
42,Male,Yes,None,Excellent,None
50,Other,No,1-2 times/week,Poor,Moderate
66,Female,No,3-5 times/week,Good,High
49,Male,Yes,Daily,Poor,Low
66,Other,No,1-2 times/week,Poor,None
52,Other,No,None,Good,Low
61,Other,Yes,1-2 times/week,Good,Moderate
55,Female,Yes,Daily,Excellent,Moderate
43,Female,No,3-5 times/week,Poor,None
28,Other,No,Daily,Good,Low
52,Other,No,None,Excellent,Low
25,Other,No,None,Excellent,Moderate
63,Other,No,3-5 times/week,Good,Low
31,Other,No,Daily,Good,Low
27,Other,No,Daily,Excellent,Low
19,Male,Yes,Daily,Average,None
63,Other,No,1-2 times/week,Good,Moderate
26,Female,No,3-5 times/week,Average,High
20,Female,Yes,Daily,Excellent,None
38,Female,Yes,3-5 times/week,Poor,Moderate
43,Other,Yes,1-2 times/week,Average,None
25,Female,No,Daily,Average,High
65,Male,No,1-2 times/week,Average,None
19,Other,No,None,Average,None
23,Female,No,None,Average,High
45,Male,No,None,Average,Low
46,Male,No,3-5 times/week,Poor,Moderate
43,Female,Yes,Daily,Poor,High
42,Male,Yes,Daily,Poor,None
29,Female,Yes,1-2 times/week,Average,Low
22,Male,No,1-2 times/week,Excellent,None
51,Other,No,None,Good,Low
65,Other,No,3-5 times/week,Average,None
54,Other,No,3-5 times/week,Poor,Moderate
32,Other,Yes,1-2 times/week,Excellent,Moderate
61,Other,No,1-2 times/week,Excellent,None
53,Female,Yes,Daily,Average,High
32,Other,No,Daily,Poor,None
60,Other,No,1-2 times/week,Good,None
65,Other,No,Daily,Good,High
40,Other,Yes,1-2 times/week,Poor,High
23,Male,Yes,3-5 times/week,Poor,None
63,Other,No,None,Excellent,Low
67,Other,Yes,1-2 times/week,Average,Moderate
61,Female,No,1-2 times/week,Average,Low
60,Male,No,Daily,Average,High
62,Female,No,1-2 times/week,Good,Moderate
38,Other,No,3-5 times/week,Good,None
40,Female,No,None,Good,Moderate
60,Female,Yes,Daily,Average,None
33,Other,No,3-5 times/week,Poor,None
64,Male,Yes,None,Poor,High
32,Male,No,Daily,Average,Low
42,Female,Yes,3-5 times/week,Average,High
53,Other,No,1-2 times/week,Poor,High
28,Female,Yes,Daily,Poor,Moderate
68,Female,Yes,1-2 times/week,Good,Low
32,Female,No,Daily,Excellent,Low
21,Other,No,None,Excellent,Low
38,Other,Yes,Daily,Average,Low
30,Male,No,Daily,Excellent,Moderate
39,Other,No,3-5 times/week,Excellent,Moderate
36,Female,Yes,Daily,Excellent,High
51,Female,No,None,Good,High
31,Male,No,3-5 times/week,Good,Low
21,Other,Yes,1-2 times/week,Poor,High
65,Female,No,Daily,Average,Moderate
69,Male,No,None,Excellent,High
63,Male,Yes,None,Poor,None
44,Female,No,Daily,Good,High
46,Female,No,Daily,Excellent,Moderate
64,Other,No,1-2 times/week,Average,Low
45,Male,No,1-2 times/week,Excellent,None
52,Female,Yes,1-2 times/week,Good,None
25,Male,No,1-2 times/week,Excellent,None
33,Other,No,1-2 times/week,Excellent,High
59,Female,No,1-2 times/week,Excellent,High
53,Other,Yes,3-5 times/week,Excellent,None
47,Male,No,3-5 times/week,Good,None
35,Other,No,None,Poor,Low
19,Other,No,3-5 times/week,Excellent,Low
66,Male,No,Daily,Average,None
30,Other,No,Daily,Excellent,Low
21,Male,Yes,Daily,Average,Moderate
43,Female,No,None,Average,High
42,Male,No,3-5 times/week,Excellent,Low
47,Male,No,Daily,Excellent,Moderate
28,Female,No,3-5 times/week,Average,High
24,Male,No,Daily,Good,Low
48,Female,No,1-2 times/week,Poor,High
61,Female,No,3-5 times/week,Average,Moderate
27,Male,No,3-5 times/week,Good,Moderate
56,Other,Yes,Daily,Poor,High
30,Other,No,3-5 times/week,Poor,None
48,Female,No,1-2 times/week,Poor,Low
24,Other,No,Daily,Excellent,None
66,Other,No,1-2 times/week,Excellent,Moderate
59,Male,No,Daily,Average,High
59,Female,No,3-5 times/week,Excellent,Low
53,Female,Yes,Daily,Good,Low
37,Male,No,None,Poor,None
21,Other,Yes,Daily,Poor,Low
24,Female,No,3-5 times/week,Poor,Low
18,Other,No,1-2 times/week,Excellent,Low
61,Female,Yes,1-2 times/week,Excellent,Moderate
62,Female,No,None,Excellent,None
59,Female,No,Daily,Good,Moderate
64,Female,No,Daily,Excellent,High
30,Other,No,1-2 times/week,Excellent,High
39,Other,Yes,1-2 times/week,Excellent,None
38,Other,No,3-5 times/week,Good,High
39,Other,Yes,None,Excellent,Moderate
45,Male,No,1-2 times/week,Average,Moderate
26,Female,No,Daily,Excellent,Moderate
43,Female,No,1-2 times/week,Average,Moderate
26,Female,No,3-5 times/week,Good,None
32,Male,No,Daily,Average,Low
27,Other,No,3-5 times/week,Good,High
41,Female,Yes,3-5 times/week,Excellent,None
59,Other,Yes,3-5 times/week,Excellent,Low
25,Other,No,None,Average,None
41,Male,No,Daily,Excellent,High
33,Male,Yes,Daily,Average,None
66,Other,No,3-5 times/week,Good,High
43,Female,No,None,Excellent,None
44,Female,No,1-2 times/week,Excellent,None
54,Male,No,Daily,Excellent,Moderate
21,Male,Yes,1-2 times/week,Poor,None
67,Male,No,Daily,Poor,None
41,Male,No,3-5 times/week,Average,Low
36,Male,No,Daily,Poor,Moderate
53,Male,No,3-5 times/week,Excellent,High
56,Male,Yes,Daily,Poor,Moderate
27,Female,No,3-5 times/week,Average,None
42,Male,Yes,1-2 times/week,Poor,High
35,Male,No,1-2 times/week,Good,None
36,Female,No,1-2 times/week,Good,Moderate
53,Female,No,Daily,Poor,Moderate
27,Other,No,None,Good,None
50,Male,No,1-2 times/week,Good,None
67,Male,No,Daily,Poor,None
22,Male,Yes,3-5 times/week,Good,Low
64,Male,No,None,Average,Moderate
66,Other,No,None,Average,Low
52,Female,No,None,Excellent,Moderate
61,Female,No,1-2 times/week,Average,Moderate
51,Male,No,1-2 times/week,Excellent,High
50,Male,No,1-2 times/week,Excellent,High
38,Male,Yes,1-2 times/week,Poor,Moderate
34,Other,No,3-5 times/week,Good,High
39,Other,Yes,Daily,Poor,Moderate
65,Female,No,None,Excellent,Moderate
54,Male,No,Daily,Poor,None
32,Male,No,None,Good,High
52,Male,No,None,Good,Low
45,Male,No,None,Good,Low
24,Other,No,None,Excellent,High
49,Female,No,3-5 times/week,Poor,Moderate
28,Female,Yes,3-5 times/week,Poor,Low
27,Other,No,None,Excellent,High
26,Male,No,None,Excellent,Low
31,Female,No,1-2 times/week,Average,None
30,Female,No,None,Poor,Moderate
42,Other,No,Daily,Good,None
19,Male,No,3-5 times/week,Poor,Low
52,Female,Yes,Daily,Average,Moderate
24,Male,No,1-2 times/week,Good,Moderate
38,Female,No,3-5 times/week,Average,Moderate
35,Other,Yes,1-2 times/week,Excellent,High
20,Male,Yes,1-2 times/week,Excellent,High
59,Other,No,Daily,Poor,Moderate
56,Female,No,None,Excellent,Moderate
58,Other,No,3-5 times/week,Excellent,Moderate
66,Other,Yes,3-5 times/week,Poor,None
28,Other,No,None,Average,None
56,Female,No,Daily,Average,Low
41,Male,No,1-2 times/week,Good,Moderate
63,Other,No,Daily,Good,Moderate
36,Male,No,1-2 times/week,Average,None
21,Female,No,3-5 times/week,Excellent,Low
43,Male,No,None,Good,Low
55,Other,No,None,Average,Moderate
59,Other,No,3-5 times/week,Excellent,High
49,Other,No,1-2 times/week,Excellent,Low
56,Other,No,Daily,Average,Low
62,Other,Yes,1-2 times/week,Poor,Moderate
63,Other,No,None,Average,Moderate
53,Female,No,Daily,Excellent,Moderate
57,Female,No,Daily,Good,None
54,Female,No,1-2 times/week,Excellent,Moderate
50,Male,Yes,1-2 times/week,Excellent,High
53,Male,No,1-2 times/week,Average,High
20,Female,No,Daily,Excellent,Low
26,Male,Yes,3-5 times/week,Poor,None
25,Male,No,Daily,Good,Low
50,Other,Yes,None,Average,None
23,Other,No,3-5 times/week,Poor,Moderate
58,Male,Yes,3-5 times/week,Good,Low
56,Male,No,1-2 times/week,Poor,High
21,Female,No,Daily,Excellent,None
30,Male,No,None,Excellent,Low
66,Other,Yes,Daily,Poor,High
19,Male,No,1-2 times/week,Good,High
22,Female,No,Daily,Poor,Moderate
61,Other,No,None,Poor,None
44,Other,No,1-2 times/week,Poor,Low
49,Other,Yes,Daily,Good,High
38,Other,No,None,Poor,None
25,Male,No,None,Excellent,Moderate
55,Female,Yes,1-2 times/week,Average,None
25,Male,No,1-2 times/week,Excellent,None
67,Male,No,3-5 times/week,Excellent,Low
20,Other,Yes,3-5 times/week,Poor,None
61,Female,Yes,None,Average,Moderate
20,Other,No,1-2 times/week,Poor,High
39,Male,No,1-2 times/week,Average,Low
23,Male,No,Daily,Excellent,High
19,Other,No,Daily,Good,None
40,Male,No,Daily,Poor,Moderate
61,Male,No,Daily,Excellent,High
19,Other,No,3-5 times/week,Average,Moderate
55,Male,No,Daily,Excellent,None
34,Female,No,1-2 times/week,Excellent,None
52,Other,No,None,Excellent,High
51,Female,No,None,Good,Low
40,Male,No,None,Poor,Moderate
47,Male,Yes,3-5 times/week,Poor,Moderate
69,Other,Yes,None,Poor,Moderate
25,Male,No,3-5 times/week,Good,None
39,Other,No,3-5 times/week,Good,None
61,Other,No,None,Average,High
53,Other,No,3-5 times/week,Poor,High
22,Other,Yes,Daily,Average,None
30,Other,Yes,Daily,Excellent,Low
46,Female,No,Daily,Average,Moderate
48,Other,Yes,3-5 times/week,Average,Moderate
64,Female,No,Daily,Excellent,None
33,Male,No,None,Excellent,Low
59,Other,No,None,Average,Low
47,Male,No,3-5 times/week,Average,Low
33,Other,Yes,3-5 times/week,Poor,Low
29,Female,Yes,Daily,Good,Low
34,Female,No,1-2 times/week,Excellent,High
33,Female,No,None,Average,None
29,Male,No,1-2 times/week,Good,None
25,Other,Yes,Daily,Average,None
37,Male,No,3-5 times/week,Poor,Moderate
20,Female,Yes,Daily,Average,Low
33,Male,Yes,1-2 times/week,Excellent,Low
47,Female,No,Daily,Average,Moderate
62,Female,No,3-5 times/week,Average,Low
40,Female,No,1-2 times/week,Excellent,Low
45,Other,Yes,Daily,Poor,Low
68,Other,No,3-5 times/week,Excellent,Low
57,Female,No,Daily,Average,Low
22,Male,No,Daily,Poor,High
37,Male,No,3-5 times/week,Excellent,None
57,Other,No,3-5 times/week,Good,High
61,Female,Yes,Daily,Good,Low
18,Male,Yes,None,Good,None
47,Female,No,Daily,Excellent,None
38,Male,No,3-5 times/week,Poor,None
37,Other,No,None,Excellent,None
23,Female,No,3-5 times/week,Average,Moderate
39,Female,Yes,Daily,Excellent,None
35,Male,No,1-2 times/week,Good,Moderate
25,Male,Yes,3-5 times/week,Good,Moderate
56,Male,Yes,3-5 times/week,Average,None
49,Female,No,1-2 times/week,Excellent,Low
50,Other,Yes,3-5 times/week,Good,Low
33,Other,No,3-5 times/week,Excellent,None
29,Male,No,3-5 times/week,Good,None
55,Other,Yes,1-2 times/week,Average,Moderate
69,Male,Yes,Daily,Poor,High
51,Other,No,3-5 times/week,Poor,Moderate
31,Female,No,None,Good,Low
53,Male,No,Daily,Good,High
50,Other,No,Daily,Excellent,High
40,Female,Yes,None,Poor,High
67,Other,No,None,Excellent,Moderate
62,Female,No,None,Good,Moderate
19,Female,No,1-2 times/week,Poor,None
58,Other,No,3-5 times/week,Excellent,Moderate
38,Other,Yes,Daily,Good,Moderate
19,Female,Yes,None,Excellent,High
44,Female,No,3-5 times/week,Excellent,High
26,Female,No,3-5 times/week,Good,Moderate
18,Male,Yes,1-2 times/week,Excellent,Low
28,Female,No,Daily,Excellent,High
20,Male,No,3-5 times/week,Poor,None
69,Female,No,None,Excellent,Low
40,Male,No,None,Average,High
43,Female,Yes,1-2 times/week,Good,None
21,Female,Yes,None,Excellent,High
35,Female,No,None,Good,None
23,Other,Yes,1-2 times/week,Average,High
52,Other,No,1-2 times/week,Good,High
39,Female,Yes,None,Average,Moderate
60,Male,Yes,Daily,Average,Low
32,Male,Yes,Daily,Poor,Low
39,Female,No,1-2 times/week,Average,Moderate
54,Other,No,Daily,Poor,High
69,Male,No,Daily,Excellent,Low
59,Other,No,Daily,Poor,None
29,Male,No,1-2 times/week,Poor,None
64,Female,Yes,Daily,Excellent,High
66,Other,No,None,Good,High
59,Male,No,None,Good,None
55,Female,Yes,1-2 times/week,Excellent,High
35,Female,Yes,Daily,Average,Moderate
62,Female,No,3-5 times/week,Poor,Low
52,Other,No,3-5 times/week,Good,None
47,Other,No,None,Good,Moderate
41,Female,No,None,Average,None
59,Other,Yes,3-5 times/week,Good,None
47,Male,No,1-2 times/week,Good,High
31,Female,Yes,Daily,Good,Low
23,Female,Yes,3-5 times/week,Excellent,Moderate
20,Other,No,Daily,Good,None
33,Female,Yes,3-5 times/week,Good,None
24,Male,No,None,Excellent,High
69,Other,Yes,Daily,Good,Moderate
31,Other,Yes,1-2 times/week,Average,High
26,Female,Yes,Daily,Poor,High
32,Female,No,Daily,Excellent,Moderate
38,Female,No,3-5 times/week,Excellent,Low
52,Other,No,1-2 times/week,Good,High
19,Female,No,None,Poor,None
44,Male,No,Daily,Average,Low
19,Female,Yes,Daily,Average,None
52,Female,No,3-5 times/week,Poor,Low
35,Other,No,None,Poor,None
31,Female,No,3-5 times/week,Average,High
37,Other,No,1-2 times/week,Good,High
35,Female,No,None,Poor,High
27,Male,No,1-2 times/week,Poor,Moderate
42,Male,No,3-5 times/week,Good,High
19,Other,Yes,None,Excellent,Low
42,Other,No,1-2 times/week,Poor,High
50,Female,No,1-2 times/week,Good,Moderate
53,Female,Yes,3-5 times/week,Average,None
48,Male,Yes,None,Excellent,Moderate
31,Female,No,1-2 times/week,Poor,Low
18,Male,No,Daily,Good,Low
